AREA,Area,MAINTRAVELWORK,Main means of travel to work,AGE,Age group,SEX,Sex,YEAR,Year,Value,Flags
117500,Glamorgan,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,318,
117600,Oteha East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,513,
117700,Northcross,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,513,
117800,Oteha West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,156,
117900,Waiake,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,477,
118000,Waitakere,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,291,
118100,Albany South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,873,
118200,Browns Bay South West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,348,
118300,Browns Bay Central,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1767,
118400,Schnapper Rock,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,474,
118500,Pinehill,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,720,
118600,North Harbour,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,23163,
118700,Browns Bay South East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,276,
118800,Westgate Central,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,2160,
118900,Greenhithe West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,561,
119000,Rothesay Bay,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,480,
119100,Greenhithe East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,345,
119200,Hobsonville,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,573,
119300,Inlet Waitemata Harbour,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,12,
119400,Greenhithe South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,318,
119500,Murrays Bay West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,402,
119600,Westgate South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,390,
119700,Windsor Park,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,666,
119800,West Harbour West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,423,
119900,Unsworth Heights West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,318,
120000,Murrays Bay East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,300,
120100,Birdwood West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,141,
120200,Hobsonville Point,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,786,
120300,West Harbour Clearwater Cove,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,639,
120400,Unsworth Heights East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,342,
120500,Mairangi Bay North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,708,
120600,Massey Central,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,276,
120700,West Harbour Luckens Point,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,345,
120800,Mairangi Bay South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,336,
120900,Massey Royal Road West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,198,
121000,Bayview East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,285,
121100,Swanson Rural,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,333,
121200,Sunnynook South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,306,
121300,Sunnynook North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,468,
121400,Bayview West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,207,
121500,Totara Vale North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,336,
121600,Royal Heights North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,348,
121700,Massey West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,411,
121800,Beach Haven West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,345,
121900,Totara Vale South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,333,
122000,Swanson,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,879,
122100,Bayview South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,216,
122200,Campbells Bay,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,354,
122300,Royal Heights South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,294,
122400,Beach Haven East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,213,
122500,Massey East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,261,
122600,Forrest Hill North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,294,
122700,Glenfield North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,402,
122800,Birkdale North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,849,
122900,Massey South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,219,
123000,Ranui North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,204,
123100,Glenfield West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,579,
123200,Te Atatu Peninsula North West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,249,
123300,Glenfield South West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,345,
123400,Forrest Hill West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,624,
123500,Wairau Valley,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,9582,
123600,Forrest Hill East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,276,
123700,Castor Bay,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,672,
123800,Ranui Domain,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,276,
123900,Beach Haven South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,369,
124000,Glenfield Central,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1176,
124100,Piha,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,189,
124200,Ranui South West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,138,
124300,Henderson Larnoch,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,309,
124400,Birkdale South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,471,
124500,Te Atatu Peninsula Central,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1083,
124600,Glenfield East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,429,
124700,Henderson Valley,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,279,
124800,Te Atatu Peninsula West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,474,
124900,Henderson Lincoln West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,279,
125000,Ranui South East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,270,
125100,Henderson Lincoln East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,6171,
125200,Birkenhead West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,600,
125300,Te Atatu Peninsula East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,489,
125400,Milford West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,450,
125500,Westlake,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,654,
125600,Hillcrest North (Auckland),9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,444,
125700,Henderson Lincoln South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,2883,
125800,Hillcrest West (Auckland),9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,282,
125900,Milford Central,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1326,
126000,Summerland South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,285,
126100,Summerland North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,261,
126200,Hillcrest East (Auckland),9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,369,
126300,Chatswood,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,672,
126400,Te Atatu South-Edmonton,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,399,
126500,Birkenhead North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,381,
126600,Takapuna West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,10014,
126700,Henderson North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,477,
126800,Takapuna Central,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,7134,
126900,Western Heights (Auckland),9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,414,
127000,Te Atatu South-Central,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,510,
127100,Northcote Central (Auckland),9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,792,
127200,Akoranga,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,3033,
127300,Northcote South (Auckland),9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1176,
127400,Birkenhead South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1929,
127500,Henderson Central,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,7356,
127600,Waiatarua,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,375,
127700,Te Atatu South-McLeod North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,384,
127800,Henderson Valley Park,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,129,
127900,Henderson North East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,333,
128000,Waitakere Ranges South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,150,
128100,Northcote Tuff Crater,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,198,
128200,Northcote Point (Auckland),9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,777,
128300,McLaren Park,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,231,
128400,Henderson East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,282,
128500,Te Atatu South-McLeod South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,648,
128600,Takapuna South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,408,
128700,Rosebank Peninsula,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,7404,
128800,Hauraki,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,504,
128900,Glendene North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,372,
129000,Sunnyvale West-Parrs Park,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,126,
129100,Sunnyvale East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,396,
129200,Point Chevalier West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,579,
129300,Belmont (Auckland),9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,618,
129400,Bayswater,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,372,
129500,Glendene South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,939,
129600,Glen Eden West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,237,
129700,Herne Bay,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,684,
129800,Westmere North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,402,
129900,Point Chevalier East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1032,
130000,Oratia,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,411,
130100,Glen Eden Rosier,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,432,
130200,Saint Marys Bay,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1266,
130300,Westmere South-Western Springs,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1152,
130400,Ponsonby West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,654,
130500,Kelston North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,285,
130600,Avondale Rosebank,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,339,
130700,Narrow Neck,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,597,
130800,Glen Eden North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,516,
130900,Glen Eden Woodglen,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,618,
131000,Kelston South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1062,
131100,Waterview,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,309,
131200,Ponsonby East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,2379,
131300,Wynyard-Viaduct,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,14538,
131400,Stanley Point,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1827,
131500,Glen Eden Central,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,882,
131600,Grey Lynn North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1863,
131700,Avondale West (Auckland),9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,234,
131800,Freemans Bay,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,4350,
131900,Mount Albert West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,2163,
132000,Avondale North (Auckland),9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,666,
132100,Grey Lynn West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1308,
132200,Mount Albert North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1212,
132300,New Lynn North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,135,
132400,Victoria Park,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,8844,
132500,Konini,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,348,
132600,New Lynn North West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,231,
132700,Hobson Ridge North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,11112,
132800,Grey Lynn Central,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,756,
132900,Fruitvale,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,219,
133000,Devonport,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1827,
133100,Avondale Central (Auckland),9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,840,
133200,Queen Street,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,14640,
133300,Quay Street-Customs Street,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,16131,
133400,Hobson Ridge Central,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1152,
133500,Grey Lynn East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,5742,
133600,Morningside (Auckland),9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1917,
133700,Shortland Street,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,9096,
133800,Hobson Ridge South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,2220,
133900,New Lynn Central,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,4887,
134000,Cheltenham,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,381,
134100,Queen Street South West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,4287,
134200,Mount Albert Central,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1608,
134300,Karangahape,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,3138,
134400,Kingsland,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1821,
134500,Anzac Avenue,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,2043,
134600,Waima-Woodlands Park,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,372,
134700,Kaurilands,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,555,
134800,Auckland-University,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,4758,
134900,New Lynn Seabrook,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,222,
135000,Avondale South (Auckland),9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1101,
135100,Symonds Street North West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,2283,
135200,Mount Albert South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,576,
135300,Symonds Street West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,3132,
135400,West Lynn,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,273,
135500,Owairaka West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,474,
135600,New Lynn Central South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,480,
135700,The Strand,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,474,
135800,St Lukes,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,2133,
135900,Symonds Street East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1560,
136000,Eden Terrace,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,9123,
136100,Grafton,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,7743,
136200,Eden Park,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,516,
136300,Sandringham North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,570,
136400,Parnell West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,9564,
136500,New Lynn South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,498,
136600,New Windsor North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,231,
136700,Titirangi South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,783,
136800,Owairaka East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,141,
136900,Eden Valley,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,2052,
137000,Sandringham Central,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,477,
137100,Glenavon,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,195,
137200,Blockhouse Bay North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,378,
137300,Green Bay North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,354,
137400,Parnell East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,855,
137500,Laingholm,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,285,
137600,Sandringham West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,153,
137700,Mount Eden North East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,3771,
137800,Mount Eden North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,753,
137900,Wesley West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,267,
138000,Green Bay South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,462,
138100,Balmoral,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1059,
138200,Sandringham East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,303,
138300,New Windsor South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,378,
138400,Mount Eden West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,429,
138500,Newmarket,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,14646,
138600,Blockhouse Bay North East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,114,
138700,Epsom North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1839,
138800,Wesley South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,2295,
138900,Blockhouse Bay South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,936,
139000,Mount Eden East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1263,
139100,Wesley East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,174,
139200,Orakei West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,573,
139300,Maungawhau,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,684,
139400,Remuera West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1227,
139500,Blockhouse Bay East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,639,
139600,Lynfield North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,462,
139700,Mount Roskill North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,792,
139800,Mount Roskill White Swan,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,432,
139900,Mount Eden South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,498,
140000,Remuera Waitaramoa,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,828,
140100,Orakei East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,498,
140200,Epsom Central-North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1386,
140300,Mount St John,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,4659,
140400,Mount Roskill Central North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,567,
140500,Remuera North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,849,
140600,Three Kings West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,183,
140700,Mount Roskill Central South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,216,
140800,Epsom Central-South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,735,
140900,Lynfield South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,525,
141000,Remuera South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1620,
141100,Mission Bay,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1209,
141200,Three Kings East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,693,
141300,Mount Roskill South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,273,
141400,Inlet Manukau Harbour,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,6,
141500,Epsom East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,2340,
141600,Remuera Waiata,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,522,
141700,Epsom South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,240,
141800,Kohimarama,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,984,
141900,Meadowbank West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,381,
142000,Hillsborough North (Auckland),9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1455,
142100,Hillsborough West (Auckland),9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,381,
142200,Greenlane North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,2526,
142300,Waikowhai North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,237,
142400,Remuera East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,504,
142500,Waikowhai South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,249,
142600,Royal Oak West (Auckland),9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,897,
142700,Saint Heliers West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,486,
142800,One Tree Hill,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,471,
142900,Hillsborough East (Auckland),9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,225,
